ReceiverID,ActionType,NegoOutcome,Content,Length,Word count of nego message,NegoOutcomeLabel
33,Counteroffer,FinalAccept,"['dear', 'alex', 'agree', 'certain', 'extent', 'entirely', 'right', 'come', 'idea', 'let', 'guests', 'talk', 'buffer', 'opinion', 'perfect', 'solution', 'issue', 'people', 'take', 'food', 'go', 'back', 'place', 'buffet', 'sounds', 'still', 'simple', 'since', 'important', 'guests', 'therefore', 'would', 'like', 'propose', 'following', 'lets', 'choose', 'local', 'russian', 'cuisine', 'arrange', 'broad', 'menu', 'meetfishvegan', 'russian', 'cuisine', 'many', 'options', 'send', 'guests', 'email', 'one', 'week', 'event', 'question', 'would', 'like', 'prefer', 'dinner', 'cost', 'us', 'maybe', 'broad', 'menu', 'therefore', 'agree', 'point', 'sponsor', 'boomerangs', 'contract', 'offer', 'nice', 'still', 'guarantee', 'us', 'art', 'inc', 'offering', 'use', 'budget', 'arrange', 'nice', 'three', 'course', 'dinner', 'event', 'let', 'guests', 'meet', 'talk', 'every', 'course', 'ask', 'guests', 'change', 'seats', 'three', 'times', 'create', 'opportunity', 'talk', 'different', 'people', 'every', 'course', 'dinner', 'think', 'deal', 'best', 'chris']",1240,232,1
34,Counteroffer,FinalAccept,"['dear', 'chris', 'think', 'almost', 'come', 'agreement', 'reading', 'arguements', 'local', 'cuisine', 'noticed', 'main', 'arguement', 'formality', 'evening', 'rather', 'cuisine', 'willing', 'let', 'preference', 'international', 'buffet', 'go', 'want', 'argue', 'instead', 'local', 'cuisine', 'dinner', 'opt', 'international', 'three', 'course', 'meal', 'way', 'uphold', 'formality', 'event', 'catering', 'towards', 'every', 'guest', 'agree', 'try', 'get', 'many', 'russian', 'cuisine', 'included', 'international', 'three', 'course', 'meal', 'least', 'way', 'sure', 'everyone', 'enjoy', 'dinner', 'menu', 'cover', 'variety', 'international', 'dishes', 'including', 'russian', 'dishes', 'also', 'think', 'deal', 'think', 'feel', 'pretty', 'confident', 'set', 'set', 'quite', 'good', 'event', 'sure', 'isa', 'staff', 'satisfied', 'addition', 'think', 'event', 'surely', 'let', 'familiar', 'prospective', 'isa', 'members', 'get', 'familiarized', 'newest', 'location', 'saint', 'petersburg', 'best', 'regards', 'alex']",1080,196,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'almost', 'formality', 'argument', 'main', 'reason', 'year', 'celebration', 'russia', 'actually', 'future', 'aspects', 'isa', 'plans', 'use', 'event', 'leverage', 'assure', 'successful', 'start', 'new', 'office', 'saint', 'petersburg', 'assured', 'establishing', 'contacts', 'many', 'local', 'business', 'people', 'officials', 'possible', 'easiest', 'way', 'show', 'appreciation', 'russian', 'culture', 'via', 'catering', 'carefully', 'picked', 'music', 'act', 'politically', 'work', 'advantage', 'like', 'mentioned', 'preferences', 'guests', 'arrange', 'broad', 'menu', 'local', 'russian', 'cuisine', 'offer', 'sponsor', 'art', 'inc', 'gives', 'us', 'space', 'realize', 'looking', 'forward', 'hearing', 'soon', 'best', 'chris']",782,135,1
34,Counteroffer,FinalAccept,"['dear', 'chris', 'think', 'idea', 'international', 'three', 'course', 'meal', 'includes', 'russian', 'cuisine', 'show', 'enough', 'appreciation', 'local', 'russian', 'market', 'including', 'local', 'russian', 'band', 'definitely', 'give', 'event', 'russian', 'cultural', 'ambiance', 'appreciated', 'current', 'future', 'members', 'partners', 'international', 'student', 'association', 'additionally', 'think', 'also', 'keep', 'mind', 'event', 'also', 'marks', 'anniversary', 'isa', 'marking', 'years', 'international', 'involvement', 'really', 'think', 'therefore', 'also', 'lose', 'main', 'appeal', 'international', 'association', 'also', 'pay', 'careful', 'attention', 'aspect', 'also', 'want', 'members', 'partners', 'know', 'stand', 'cater', 'much', 'russian', 'market', 'potentially', 'scare', 'away', 'russian', 'locals', 'later', 'find', 'first', 'foremost', 'international', 'association', 'therefore', 'really', 'want', 'stress', 'opinion', 'choose', 'international', 'three', 'course', 'meal', 'adjusting', 'menu', 'way', 'international', 'russians', 'feel', 'welcome', 'event', 'long', 'time', 'event', 'taken', 'place', 'looking', 'forward', 'hearing', 'best', 'alex']",1269,213,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'thanks', 'quick', 'reply', 'really', 'believe', 'fix', 'last', 'issue', 'agree', 'also', 'need', 'something', 'international', 'search', 'local', 'russian', 'cuisine', 'ask', 'also', 'prepare', 'general', 'international', 'recipes', 'servers', 'local', 'russian', 'cuisine', 'traditional', 'russian', 'clothes', 'serving', 'local', 'russian', 'food', 'general', 'international', 'food', 'would', 'perfect', 'best', 'chris']",427,70,1
34,Counteroffer,FinalAccept,"['dear', 'chris', 'also', 'thanks', 'quick', 'reply', 'remain', 'point', 'think', 'fruitful', 'appearance', 'towards', 'current', 'future', 'clients', 'bit', 'international', 'influence', 'really', 'think', 'include', 'international', 'ambiance', 'event', 'could', 'also', 'let', 'international', 'three', 'course', 'meal', 'served', 'traditional', 'clothing', 'really', 'insist', 'alternatively', 'think', 'alongside', 'local', 'russian', 'cuisine', 'change', 'music', 'act', 'opt', 'international', 'band', 'freelife', 'also', 'perfectly', 'able', 'play', 'russian', 'music', 'could', 'play', 'event', 'ask', 'play', 'lots', 'russian', 'music', 'know', 'able', 'way', 'traditional', 'dinner', 'give', 'international', 'ambiance', 'related', 'international', 'student', 'association', 'totally', 'overdoing', 'choosing', 'big', 'international', 'act', 'dj', 'happy', 'sum', 'choice', 'either', 'local', 'russian', 'cuisine', 'local', 'russian', 'band', 'combination', 'think', 'making', 'decision', 'really', 'remember', 'isa', 'stands', 'various', 'local', 'departments', 'combined', 'international', 'ambiance', 'combining', 'international', 'act', 'russian', 'cuisine', 'russian', 'act', 'international', 'cuisine', 'fully', 'able', 'mirror', 'ambiance', 'throughout', 'event', 'current', 'proposal', 'thus', 'remains', 'international', 'three', 'course', 'meal', 'open', 'accept', 'counteroffer', 'proposed', 'well', 'better', 'according', 'tastes', 'best', 'alex']",1657,292,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'thanks', 'freelife', 'local', 'russian', 'music', 'perfectly', 'fine', 'deal', 'best', 'chris']",128,24,1
34,FinalAccept,FinalAccept,"['dear', 'chris', 'happy', 'say', 'deal', 'thanks', 'negotiation', 'real', 'pleasure', 'negotiating', 'hopefully', 'event', 'succesful', 'best', 'alex']",180,34,1
36,Offer,FinalAccept,"['hi', 'chris', 'would', 'hereby', 'like', 'send', 'first', 'offer', 'regarding', 'isa', 'hope', 'hear', 'soon', 'alex', 'catering', 'international', 'buffet', 'date', 'conference', 'week', 'music', 'act', 'dj', 'happy', 'presentation', 'tasks', 'speech', 'alex', 'awards', 'chris', 'sponsor', 'selection', 'art', 'inc']",279,47,1
35,Counteroffer,FinalAccept,"['hi', 'alex', 'nice', 'hearing', 'im', 'looking', 'forward', 'event', 'planning', 'together', 'im', 'glad', 'see', 'first', 'offer', 'agree', 'conference', 'third', 'week', 'however', 'conference', 'celebrate', 'aniversary', 'isa', 'also', 'celebrate', 'newly', 'established', 'subsidiary', 'saint', 'petersburg', 'would', 'like', 'appreciate', 'russian', 'culture', 'sponsor', 'selection', 'boomerang', 'willing', 'sign', 'long', 'term', 'contract', 'would', 'beneficial', 'future', 'events', 'isa', 'think', 'would', 'better', 'sponsor', 'hope', 'hear', 'soon', 'regards', 'chris', 'catering', 'local', 'russian', 'cuisine', 'date', 'conference', 'week', 'music', 'act', 'local', 'russian', 'band', 'presentation', 'tasks', 'speech', 'chris', 'awards', 'alex', 'sponsor', 'selection', 'boomerang']",807,137,1
36,Counteroffer,FinalAccept,"['hi', 'chris', 'thanks', 'quick', 'response', 'look', 'forward', 'organizing', 'event', 'think', 'come', 'great', 'plan', 'together', 'great', 'agree', 'organizing', 'conference', 'week', 'understand', 'argument', 'appreciating', 'russian', 'culture', 'since', 'event', 'organized', 'however', 'feel', 'like', 'contracting', 'local', 'russian', 'band', 'fit', 'character', 'anniversary', 'event', 'contracting', 'international', 'professional', 'artist', 'help', 'us', 'attracting', 'many', 'guests', 'turn', 'show', 'interest', 'isa', 'many', 'complaints', 'made', 'regarding', 'music', 'act', 'years', 'therefore', 'feel', 'like', 'really', 'get', 'someone', 'good', 'year', 'furthermore', 'afraid', 'providing', 'solely', 'russian', 'cuisine', 'best', 'idea', 'many', 'guests', 'familiar', 'type', 'food', 'dont', 'like', 'feel', 'like', 'better', 'kind', 'international', 'mixture', 'food', 'also', 'included', 'russian', 'food', 'guests', 'choose', 'dont', 'know', 'feel', 'personally', 'aspire', 'carreer', 'isa', 'therefore', 'giving', 'opening', 'speech', 'would', 'huge', 'honor', 'could', 'announce', 'isa', 'members', 'awards', 'instead', 'think', 'dividing', 'tasks', 'would', 'beneficial', 'either', 'use', 'since', 'looks', 'fairly', 'unprofessional', 'suddenly', 'switch', 'speakers', 'opening', 'speech', 'even', 'though', 'boomerang', 'offers', 'us', 'less', 'money', 'agree', 'longterm', 'contract', 'may', 'beneficial', 'future', 'therefore', 'willing', 'compromise', 'offer', 'hope', 'hear', 'soon', 'alex', 'catering', 'international', 'buffet', 'date', 'conference', 'week', 'music', 'act', 'dj', 'happy', 'presentation', 'tasks', 'speech', 'alex', 'awards', 'chris', 'sponsor', 'selection', 'boomerang']",1778,304,1
35,Question,FinalAccept,"['hi', 'alex', 'nice', 'agree', 'sponsor', 'selecetion', 'however', 'send', 'counteroffer', 'first', 'want', 'clearify', 'arguments', 'give', 'proper', 'counteroffer', 'aspects', 'taken', 'account', 'catering', 'expect', 'many', 'important', 'people', 'expect', 'certain', 'level', 'formality', 'opinion', 'buffet', 'less', 'formal', 'menu', 'although', 'international', 'menu', 'would', 'better', 'still', 'believe', 'russian', 'food', 'bad', 'always', 'people', 'like', 'food', 'picky', 'establish', 'proper', 'russian', 'menu', 'best', 'delicious', 'russian', 'food', 'way', 'appreciate', 'russian', 'culture', 'international', 'menu', 'buffet', 'would', 'take', 'dj', 'happy', 'music', 'act', 'im', 'afraid', 'reputation', 'indeed', 'professional', 'really', 'good', 'overshadow', 'reputation', 'isa', 'event', 'ment', 'isa', 'im', 'afraid', 'isa', 'sideact', 'dj', 'happy', 'instead', 'gaining', 'main', 'attention', 'besides', 'believe', 'event', 'must', 'focused', 'establishing', 'good', 'relationship', 'local', 'companies', 'officials', 'established', 'subsidiary', 'sint', 'petersburg', 'establishment', 'office', 'moscow', 'failed', 'believe', 'focus', 'event', 'also', 'russian', 'culture', 'reasons', 'music', 'act', 'focused', 'younger', 'generation', 'less', 'suited', 'russian', 'cuisine', 'best', 'suited', 'event', 'agree', 'partly', 'agree', 'presentation', 'task', 'indeed', 'unproffesional', 'devide', 'tasks', 'agree', 'either', 'one', 'us', 'opening', 'speech', 'announce', 'isa', 'member', 'awards', 'however', 'might', 'understand', 'giving', 'opening', 'speech', 'would', 'also', 'benefit', 'prospect', 'possible', 'career', 'within', 'isa', 'im', 'finish', 'studies', 'soon', 'already', 'put', 'much', 'effort', 'voluntary', 'work', 'isa', 'however', 'would', 'consider', 'compromise', 'issue', 'hope', 'understand', 'arguments', 'im', 'looking', 'forward', 'arguments', 'issues', 'regards', 'chris']",2131,378,1
36,Clarification,FinalAccept,"['hi', 'chris', 'thanks', 'sharing', 'arguments', 'nice', 'able', 'discuss', 'unresolved', 'issues', 'another', 'reason', 'propose', 'international', 'buffet', 'facilitates', 'networking', 'lot', 'lets', 'honest', 'important', 'thing', 'day', 'people', 'network', 'dinner', 'everyone', 'sits', 'people', 'hours', 'completely', 'goes', 'idea', 'buffet', 'people', 'would', 'able', 'walk', 'around', 'converse', 'others', 'would', 'much', 'relaxed', 'especially', 'students', 'used', 'networking', 'would', 'like', 'establish', 'new', 'connections', 'business', 'world', 'still', 'think', 'dj', 'happy', 'would', 'best', 'music', 'act', 'conference', 'russian', 'cuisine', 'combination', 'russian', 'music', 'act', 'simply', 'fit', 'international', 'character', 'event', 'regarding', 'issues', 'already', 'compromised', 'sponsor', 'selection', 'hope', 'meet', 'another', 'issue', 'well', 'far', 'convinced', 'options', 'would', 'best', 'hope', 'take', 'arguments', 'account', 'look', 'forward', 'receiving', 'counteroffer', 'kind', 'regards', 'alex']",1160,202,1
35,Offer,FinalAccept,"['hi', 'alex', 'thank', 'arguments', 'understand', 'event', 'international', 'character', 'however', 'celebration', 'isa', 'new', 'established', 'office', 'sint', 'petersburg', 'important', 'well', 'focus', 'international', 'character', 'sint', 'petersburg', 'might', 'fail', 'like', 'happened', 'moscow', 'think', 'important', 'event', 'high', 'prestige', 'since', 'internal', 'local', 'isa', 'event', 'anniversary', 'reason', 'simple', 'buffet', 'suited', 'event', 'big', 'russian', 'cuisine', 'also', 'appreciate', 'russian', 'members', 'quest', 'besides', 'isa', 'plans', 'use', 'event', 'leverage', 'assure', 'successful', 'start', 'new', 'office', 'believe', 'formal', 'dinner', 'would', 'reach', 'goal', 'better', 'buffet', 'willing', 'dj', 'happy', 'music', 'act', 'international', 'character', 'mentioned', 'neglected', 'still', 'part', 'event', 'already', 'compromised', 'sponsor', 'selection', 'compromise', 'presentation', 'task', 'hope', 'understand', 'counteroffer', 'hope', 'hear', 'soon', 'kind', 'regards', 'chris']",1144,202,1
36,Counteroffer,FinalAccept,"['hi', 'chris', 'thank', 'counteroffer', 'thanks', 'cooperating', 'appreciate', 'compromise', 'therefore', 'willing', 'discuss', 'catering', 'issue', 'third', 'option', 'come', 'mind', 'tree', 'course', 'meal', 'instead', 'either', 'buffer', 'full', 'russian', 'cuisine', 'offering', 'guests', 'three', 'course', 'meal', 'ensures', 'pick', 'food', 'like', 'simultaneously', 'formal', 'character', 'proposed', 'include', 'russian', 'dishes', 'menu', 'keep', 'guests', 'happy', 'look', 'forward', 'hearing', 'alex', 'catering', 'international', 'three', 'course', 'meal', 'date', 'conference', 'week', 'music', 'act', 'dj', 'happy', 'presentation', 'tasks', 'speech', 'alex', 'awards', 'chris', 'sponsor', 'selection', 'boomerang']",739,124,1
35,Counteroffer,FinalAccept,"['hi', 'alex', 'nice', 'see', 'counteroffer', 'indeed', 'international', 'three', 'course', 'meal', 'seems', 'better', 'suited', 'way', 'indeed', 'include', 'russian', 'dishes', 'menu', 'however', 'im', 'still', 'doubting', 'music', 'act', 'dj', 'happy', 'international', 'star', 'focused', 'younger', 'generation', 'lot', 'companies', 'important', 'persons', 'come', 'event', 'focus', 'younger', 'generation', 'good', 'perspective', 'take', 'russian', 'band', 'appreciate', 'russian', 'culture', 'however', 'get', 'feeling', 'really', 'disliek', 'russian', 'band', 'compromise', 'issue', 'propose', 'use', 'freelife', 'ive', 'heard', 'pop', 'band', 'suited', 'accompany', 'evening', 'without', 'main', 'act', 'probably', 'satisfy', 'quest', 'instead', 'younger', 'generation', 'pop', 'ban', 'freelifer', 'isa', 'still', 'get', 'main', 'attention', 'hope', 'hear', 'soon', 'kind', 'regards', 'chris', 'catering', 'international', 'three', 'course', 'meal', 'date', 'conference', 'week', 'music', 'act', 'freelife', 'presentation', 'tasks', 'speech', 'alex', 'awards', 'chris', 'sponsor', 'selection', 'boomerang']",1125,189,1
