ReceiverID,ActionType,NegoOutcome,Content,Length,Word count of nego message,NegoOutcomeLabel
33,Counteroffer,FinalAccept,"['dear', 'alex', 'agree', 'certain', 'extent', 'entirely', 'right', 'come', 'idea', 'let', 'guest', 'talk', 'buffer', 'opinion', 'perfect', 'solution', 'issue', 'people', 'take', 'food', 'go', 'back', 'place', 'buffet', 'sound', 'still', 'simple', 'since', 'important', 'guest', 'therefore', 'would', 'like', 'propose', 'following', 'let', 'choose', 'local', 'russian', 'cuisine', 'arrange', 'broad', 'menu', 'meetfishvegan', 'russian', 'cuisine', 'many', 'option', 'send', 'guest', 'email', 'one', 'week', 'event', 'question', 'would', 'like', 'prefer', 'dinner', 'cost', 'u', 'maybe', 'broad', 'menu', 'therefore', 'agree', 'point', 'sponsor', 'boomerang', 'contract', 'offer', 'nice', 'still', 'guarantee', 'u', 'art', 'inc', 'offering', 'use', 'budget', 'arrange', 'nice', 'three', 'course', 'dinner', 'event', 'let', 'guest', 'meet', 'talk', 'every', 'course', 'ask', 'guest', 'change', 'seat', 'three', 'time', 'create', 'opportunity', 'talk', 'different', 'people', 'every', 'course', 'dinner', 'think', 'deal', 'best', 'chris']",1240,232,1
34,Counteroffer,FinalAccept,"['dear', 'chris', 'think', 'almost', 'come', 'agreement', 'reading', 'arguements', 'local', 'cuisine', 'noticed', 'main', 'arguement', 'formality', 'evening', 'rather', 'cuisine', 'willing', 'let', 'preference', 'international', 'buffet', 'go', 'want', 'argue', 'instead', 'local', 'cuisine', 'dinner', 'opt', 'international', 'three', 'course', 'meal', 'way', 'uphold', 'formality', 'event', 'catering', 'towards', 'every', 'guest', 'agree', 'try', 'get', 'many', 'russian', 'cuisine', 'included', 'international', 'three', 'course', 'meal', 'least', 'way', 'sure', 'everyone', 'enjoy', 'dinner', 'menu', 'cover', 'variety', 'international', 'dish', 'including', 'russian', 'dish', 'also', 'think', 'deal', 'think', 'feel', 'pretty', 'confident', 'set', 'set', 'quite', 'good', 'event', 'sure', 'isa', 'staff', 'satisfied', 'addition', 'think', 'event', 'surely', 'let', 'familiar', 'prospective', 'isa', 'member', 'get', 'familiarized', 'newest', 'location', 'saint', 'petersburg', 'best', 'regard', 'alex']",1080,196,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'almost', 'formality', 'argument', 'main', 'reason', 'year', 'celebration', 'russia', 'actually', 'future', 'aspect', 'isa', 'plan', 'use', 'event', 'leverage', 'assure', 'successful', 'start', 'new', 'office', 'saint', 'petersburg', 'assured', 'establishing', 'contact', 'many', 'local', 'business', 'people', 'official', 'possible', 'easiest', 'way', 'show', 'appreciation', 'russian', 'culture', 'via', 'catering', 'carefully', 'picked', 'music', 'act', 'politically', 'work', 'advantage', 'like', 'mentioned', 'preference', 'guest', 'arrange', 'broad', 'menu', 'local', 'russian', 'cuisine', 'offer', 'sponsor', 'art', 'inc', 'give', 'u', 'space', 'realize', 'looking', 'forward', 'hearing', 'soon', 'best', 'chris']",782,135,1
34,Counteroffer,FinalAccept,"['dear', 'chris', 'think', 'idea', 'international', 'three', 'course', 'meal', 'includes', 'russian', 'cuisine', 'show', 'enough', 'appreciation', 'local', 'russian', 'market', 'including', 'local', 'russian', 'band', 'definitely', 'give', 'event', 'russian', 'cultural', 'ambiance', 'appreciated', 'current', 'future', 'member', 'partner', 'international', 'student', 'association', 'additionally', 'think', 'also', 'keep', 'mind', 'event', 'also', 'mark', 'anniversary', 'isa', 'marking', 'year', 'international', 'involvement', 'really', 'think', 'therefore', 'also', 'lose', 'main', 'appeal', 'international', 'association', 'also', 'pay', 'careful', 'attention', 'aspect', 'also', 'want', 'member', 'partner', 'know', 'stand', 'cater', 'much', 'russian', 'market', 'potentially', 'scare', 'away', 'russian', 'local', 'later', 'find', 'first', 'foremost', 'international', 'association', 'therefore', 'really', 'want', 'stress', 'opinion', 'choose', 'international', 'three', 'course', 'meal', 'adjusting', 'menu', 'way', 'international', 'russian', 'feel', 'welcome', 'event', 'long', 'time', 'event', 'taken', 'place', 'looking', 'forward', 'hearing', 'best', 'alex']",1269,213,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'thanks', 'quick', 'reply', 'really', 'believe', 'fix', 'last', 'issue', 'agree', 'also', 'need', 'something', 'international', 'search', 'local', 'russian', 'cuisine', 'ask', 'also', 'prepare', 'general', 'international', 'recipe', 'server', 'local', 'russian', 'cuisine', 'traditional', 'russian', 'clothes', 'serving', 'local', 'russian', 'food', 'general', 'international', 'food', 'would', 'perfect', 'best', 'chris']",427,70,1
34,Counteroffer,FinalAccept,"['dear', 'chris', 'also', 'thanks', 'quick', 'reply', 'remain', 'point', 'think', 'fruitful', 'appearance', 'towards', 'current', 'future', 'client', 'bit', 'international', 'influence', 'really', 'think', 'include', 'international', 'ambiance', 'event', 'could', 'also', 'let', 'international', 'three', 'course', 'meal', 'served', 'traditional', 'clothing', 'really', 'insist', 'alternatively', 'think', 'alongside', 'local', 'russian', 'cuisine', 'change', 'music', 'act', 'opt', 'international', 'band', 'freelife', 'also', 'perfectly', 'able', 'play', 'russian', 'music', 'could', 'play', 'event', 'ask', 'play', 'lot', 'russian', 'music', 'know', 'able', 'way', 'traditional', 'dinner', 'give', 'international', 'ambiance', 'related', 'international', 'student', 'association', 'totally', 'overdoing', 'choosing', 'big', 'international', 'act', 'dj', 'happy', 'sum', 'choice', 'either', 'local', 'russian', 'cuisine', 'local', 'russian', 'band', 'combination', 'think', 'making', 'decision', 'really', 'remember', 'isa', 'stand', 'various', 'local', 'department', 'combined', 'international', 'ambiance', 'combining', 'international', 'act', 'russian', 'cuisine', 'russian', 'act', 'international', 'cuisine', 'fully', 'able', 'mirror', 'ambiance', 'throughout', 'event', 'current', 'proposal', 'thus', 'remains', 'international', 'three', 'course', 'meal', 'open', 'accept', 'counteroffer', 'proposed', 'well', 'better', 'according', 'taste', 'best', 'alex']",1657,292,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'thanks', 'freelife', 'local', 'russian', 'music', 'perfectly', 'fine', 'deal', 'best', 'chris']",128,24,1
34,FinalAccept,FinalAccept,"['dear', 'chris', 'happy', 'say', 'deal', 'thanks', 'negotiation', 'real', 'pleasure', 'negotiating', 'hopefully', 'event', 'succesful', 'best', 'alex']",180,34,1
36,Offer,FinalAccept,"['hi', 'chris', 'would', 'hereby', 'like', 'send', 'first', 'offer', 'regarding', 'isa', 'hope', 'hear', 'soon', 'alex', 'catering', 'international', 'buffet', 'date', 'conference', 'week', 'music', 'act', 'dj', 'happy', 'presentation', 'task', 'speech', 'alex', 'award', 'chris', 'sponsor', 'selection', 'art', 'inc']",279,47,1
35,Counteroffer,FinalAccept,"['hi', 'alex', 'nice', 'hearing', 'im', 'looking', 'forward', 'event', 'planning', 'together', 'im', 'glad', 'see', 'first', 'offer', 'agree', 'conference', 'third', 'week', 'however', 'conference', 'celebrate', 'aniversary', 'isa', 'also', 'celebrate', 'newly', 'established', 'subsidiary', 'saint', 'petersburg', 'would', 'like', 'appreciate', 'russian', 'culture', 'sponsor', 'selection', 'boomerang', 'willing', 'sign', 'long', 'term', 'contract', 'would', 'beneficial', 'future', 'event', 'isa', 'think', 'would', 'better', 'sponsor', 'hope', 'hear', 'soon', 'regard', 'chris', 'catering', 'local', 'russian', 'cuisine', 'date', 'conference', 'week', 'music', 'act', 'local', 'russian', 'band', 'presentation', 'task', 'speech', 'chris', 'award', 'alex', 'sponsor', 'selection', 'boomerang']",807,137,1
36,Counteroffer,FinalAccept,"['hi', 'chris', 'thanks', 'quick', 'response', 'look', 'forward', 'organizing', 'event', 'think', 'come', 'great', 'plan', 'together', 'great', 'agree', 'organizing', 'conference', 'week', 'understand', 'argument', 'appreciating', 'russian', 'culture', 'since', 'event', 'organized', 'however', 'feel', 'like', 'contracting', 'local', 'russian', 'band', 'fit', 'character', 'anniversary', 'event', 'contracting', 'international', 'professional', 'artist', 'help', 'u', 'attracting', 'many', 'guest', 'turn', 'show', 'interest', 'isa', 'many', 'complaint', 'made', 'regarding', 'music', 'act', 'year', 'therefore', 'feel', 'like', 'really', 'get', 'someone', 'good', 'year', 'furthermore', 'afraid', 'providing', 'solely', 'russian', 'cuisine', 'best', 'idea', 'many', 'guest', 'familiar', 'type', 'food', 'dont', 'like', 'feel', 'like', 'better', 'kind', 'international', 'mixture', 'food', 'also', 'included', 'russian', 'food', 'guest', 'choose', 'dont', 'know', 'feel', 'personally', 'aspire', 'carreer', 'isa', 'therefore', 'giving', 'opening', 'speech', 'would', 'huge', 'honor', 'could', 'announce', 'isa', 'member', 'award', 'instead', 'think', 'dividing', 'task', 'would', 'beneficial', 'either', 'use', 'since', 'look', 'fairly', 'unprofessional', 'suddenly', 'switch', 'speaker', 'opening', 'speech', 'even', 'though', 'boomerang', 'offer', 'u', 'less', 'money', 'agree', 'longterm', 'contract', 'may', 'beneficial', 'future', 'therefore', 'willing', 'compromise', 'offer', 'hope', 'hear', 'soon', 'alex', 'catering', 'international', 'buffet', 'date', 'conference', 'week', 'music', 'act', 'dj', 'happy', 'presentation', 'task', 'speech', 'alex', 'award', 'chris', 'sponsor', 'selection', 'boomerang']",1778,304,1
35,Question,FinalAccept,"['hi', 'alex', 'nice', 'agree', 'sponsor', 'selecetion', 'however', 'send', 'counteroffer', 'first', 'want', 'clearify', 'argument', 'give', 'proper', 'counteroffer', 'aspect', 'taken', 'account', 'catering', 'expect', 'many', 'important', 'people', 'expect', 'certain', 'level', 'formality', 'opinion', 'buffet', 'less', 'formal', 'menu', 'although', 'international', 'menu', 'would', 'better', 'still', 'believe', 'russian', 'food', 'bad', 'always', 'people', 'like', 'food', 'picky', 'establish', 'proper', 'russian', 'menu', 'best', 'delicious', 'russian', 'food', 'way', 'appreciate', 'russian', 'culture', 'international', 'menu', 'buffet', 'would', 'take', 'dj', 'happy', 'music', 'act', 'im', 'afraid', 'reputation', 'indeed', 'professional', 'really', 'good', 'overshadow', 'reputation', 'isa', 'event', 'ment', 'isa', 'im', 'afraid', 'isa', 'sideact', 'dj', 'happy', 'instead', 'gaining', 'main', 'attention', 'besides', 'believe', 'event', 'must', 'focused', 'establishing', 'good', 'relationship', 'local', 'company', 'official', 'established', 'subsidiary', 'sint', 'petersburg', 'establishment', 'office', 'moscow', 'failed', 'believe', 'focus', 'event', 'also', 'russian', 'culture', 'reason', 'music', 'act', 'focused', 'younger', 'generation', 'less', 'suited', 'russian', 'cuisine', 'best', 'suited', 'event', 'agree', 'partly', 'agree', 'presentation', 'task', 'indeed', 'unproffesional', 'devide', 'task', 'agree', 'either', 'one', 'u', 'opening', 'speech', 'announce', 'isa', 'member', 'award', 'however', 'might', 'understand', 'giving', 'opening', 'speech', 'would', 'also', 'benefit', 'prospect', 'possible', 'career', 'within', 'isa', 'im', 'finish', 'study', 'soon', 'already', 'put', 'much', 'effort', 'voluntary', 'work', 'isa', 'however', 'would', 'consider', 'compromise', 'issue', 'hope', 'understand', 'argument', 'im', 'looking', 'forward', 'argument', 'issue', 'regard', 'chris']",2131,378,1
36,Clarification,FinalAccept,"['hi', 'chris', 'thanks', 'sharing', 'argument', 'nice', 'able', 'discus', 'unresolved', 'issue', 'another', 'reason', 'propose', 'international', 'buffet', 'facilitates', 'networking', 'lot', 'let', 'honest', 'important', 'thing', 'day', 'people', 'network', 'dinner', 'everyone', 'sits', 'people', 'hour', 'completely', 'go', 'idea', 'buffet', 'people', 'would', 'able', 'walk', 'around', 'converse', 'others', 'would', 'much', 'relaxed', 'especially', 'student', 'used', 'networking', 'would', 'like', 'establish', 'new', 'connection', 'business', 'world', 'still', 'think', 'dj', 'happy', 'would', 'best', 'music', 'act', 'conference', 'russian', 'cuisine', 'combination', 'russian', 'music', 'act', 'simply', 'fit', 'international', 'character', 'event', 'regarding', 'issue', 'already', 'compromised', 'sponsor', 'selection', 'hope', 'meet', 'another', 'issue', 'well', 'far', 'convinced', 'option', 'would', 'best', 'hope', 'take', 'argument', 'account', 'look', 'forward', 'receiving', 'counteroffer', 'kind', 'regard', 'alex']",1160,202,1
35,Offer,FinalAccept,"['hi', 'alex', 'thank', 'argument', 'understand', 'event', 'international', 'character', 'however', 'celebration', 'isa', 'new', 'established', 'office', 'sint', 'petersburg', 'important', 'well', 'focus', 'international', 'character', 'sint', 'petersburg', 'might', 'fail', 'like', 'happened', 'moscow', 'think', 'important', 'event', 'high', 'prestige', 'since', 'internal', 'local', 'isa', 'event', 'anniversary', 'reason', 'simple', 'buffet', 'suited', 'event', 'big', 'russian', 'cuisine', 'also', 'appreciate', 'russian', 'member', 'quest', 'besides', 'isa', 'plan', 'use', 'event', 'leverage', 'assure', 'successful', 'start', 'new', 'office', 'believe', 'formal', 'dinner', 'would', 'reach', 'goal', 'better', 'buffet', 'willing', 'dj', 'happy', 'music', 'act', 'international', 'character', 'mentioned', 'neglected', 'still', 'part', 'event', 'already', 'compromised', 'sponsor', 'selection', 'compromise', 'presentation', 'task', 'hope', 'understand', 'counteroffer', 'hope', 'hear', 'soon', 'kind', 'regard', 'chris']",1144,202,1
36,Counteroffer,FinalAccept,"['hi', 'chris', 'thank', 'counteroffer', 'thanks', 'cooperating', 'appreciate', 'compromise', 'therefore', 'willing', 'discus', 'catering', 'issue', 'third', 'option', 'come', 'mind', 'tree', 'course', 'meal', 'instead', 'either', 'buffer', 'full', 'russian', 'cuisine', 'offering', 'guest', 'three', 'course', 'meal', 'ensures', 'pick', 'food', 'like', 'simultaneously', 'formal', 'character', 'proposed', 'include', 'russian', 'dish', 'menu', 'keep', 'guest', 'happy', 'look', 'forward', 'hearing', 'alex', 'catering', 'international', 'three', 'course', 'meal', 'date', 'conference', 'week', 'music', 'act', 'dj', 'happy', 'presentation', 'task', 'speech', 'alex', 'award', 'chris', 'sponsor', 'selection', 'boomerang']",739,124,1
35,Counteroffer,FinalAccept,"['hi', 'alex', 'nice', 'see', 'counteroffer', 'indeed', 'international', 'three', 'course', 'meal', 'seems', 'better', 'suited', 'way', 'indeed', 'include', 'russian', 'dish', 'menu', 'however', 'im', 'still', 'doubting', 'music', 'act', 'dj', 'happy', 'international', 'star', 'focused', 'younger', 'generation', 'lot', 'company', 'important', 'person', 'come', 'event', 'focus', 'younger', 'generation', 'good', 'perspective', 'take', 'russian', 'band', 'appreciate', 'russian', 'culture', 'however', 'get', 'feeling', 'really', 'disliek', 'russian', 'band', 'compromise', 'issue', 'propose', 'use', 'freelife', 'ive', 'heard', 'pop', 'band', 'suited', 'accompany', 'evening', 'without', 'main', 'act', 'probably', 'satisfy', 'quest', 'instead', 'younger', 'generation', 'pop', 'ban', 'freelifer', 'isa', 'still', 'get', 'main', 'attention', 'hope', 'hear', 'soon', 'kind', 'regard', 'chris', 'catering', 'international', 'three', 'course', 'meal', 'date', 'conference', 'week', 'music', 'act', 'freelife', 'presentation', 'task', 'speech', 'alex', 'award', 'chris', 'sponsor', 'selection', 'boomerang']",1125,189,1
