ReceiverID_x,ActionType_x,NegoOutcome_x,Content,Length_x,Word count of nego message_x,NegoOutcomeLabel_x,Filtered_Content_x,HuggingFace_Emotion,HuggingFace_Confidence,EmoRoBERTa_Emotion,EmoRoBERTa_Confidence,ReceiverID_y,ActionType_y,NegoOutcome_y,Length_y,Word count of nego message_y,NegoOutcomeLabel_y,Filtered_Content_y,Sentiment,Sentiment_Score
35,Offer,FinalAccept,dear alex sorry late response know sponsor important apologize beleive good proposal event hope going actually plan event however one additional condition least one dishes within three course meal russian oriented described offer hope agree final offer kind regards chris catering international three course meal date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection boomerang,629,110,1,late response know sponsor important apologize beleive good proposal event hope going actually plan event however one additional condition least one dishes within three course meal russian oriented described offer hope agree final offer kind regards chris catering international three course meal date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection boomerang,sadness,0.9076077342033386,joy,0.926651895046234,35,Offer,FinalAccept,629,110,1,late response know sponsor important apologize beleive good proposal event hope going actually plan event however one additional condition least one dishes within three course meal russian oriented described offer hope agree final offer kind regards chris catering international three course meal date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection boomerang,NEGATIVE,0.926034450531006
36,FinalAccept,FinalAccept,hi chris thanks reply worries bit later busy anyways agree least one meals three course meal russian definitely appreciated guests therefore accept last offer enjoyed cooperating hope event win competition wish best studies see isa events alex,442,86,1,reply worries bit later busy anyways agree least one meals three course meal russian definitely appreciated guests therefore accept last offer enjoyed cooperating hope event win competition wish best studies see isa events alex,joy,0.5844048261642456,joy,0.9230608344078064,36,FinalAccept,FinalAccept,442,86,1,reply worries bit later busy anyways agree least one meals three course meal russian definitely appreciated guests therefore accept last offer enjoyed cooperating hope event win competition wish best studies see isa events alex,POSITIVE,0.9977076053619384
38,FinalAccept,FinalAccept,hello chris accept offer catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang regards alex,234,34,1,offer catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang regards alex,joy,0.6363081932067871,joy,0.9442315697669984,38,FinalAccept,FinalAccept,234,34,1,offer catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang regards alex,POSITIVE,0.9786231517791748
40,Offer,FinalAccept,hi chris first offer hope hear soon best regards alex catering international buffet move around talk eating would relaxed date conference week collission conference absence christmas weeks music act dj happy famous performer would perfect event presentation tasks speech alex awards chris sponsor selection art inc best shortterm offer supported isa long time,514,84,1,offer hope hear soon best regards alex catering international buffet move around talk eating would relaxed date conference week collission conference absence christmas weeks music act dj happy famous performer would perfect event presentation tasks speech alex awards chris sponsor selection art inc best shortterm offer supported isa long time,joy,0.9512240290641784,joy,0.9510285258293152,40,Offer,FinalAccept,514,84,1,offer hope hear soon best regards alex catering international buffet move around talk eating would relaxed date conference week collission conference absence christmas weeks music act dj happy famous performer would perfect event presentation tasks speech alex awards chris sponsor selection art inc best shortterm offer supported isa long time,POSITIVE,0.9695181250572203
39,Offer,FinalAccept,hi alex counteroffer dont think dj happy good idea dont want event case book think local russian band would better furthermore think boomerang presenting sponsor since willing sign longterm contract catering international three course meal date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang hope hear soon kind regards chris,563,97,1,dont think dj happy good idea dont want event case book think local russian band would better furthermore think boomerang presenting sponsor since willing sign longterm contract catering international three course meal date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang hope hear soon kind regards chris,surprise,0.5918267965316772,joy,0.79081791639328,39,Offer,FinalAccept,563,97,1,dont think dj happy good idea dont want event case book think local russian band would better furthermore think boomerang presenting sponsor since willing sign longterm contract catering international three course meal date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang hope hear soon kind regards chris,NEGATIVE,0.9768784642219543
40,FinalAccept,FinalAccept,hi chris agree things said last message thank trusting catering course wise add russian dishes buffet international buffet format seems best option compared russian food good point make fair let opening speech awards also agree accept offers best regards alex,480,94,1,things said last message thank trusting catering course wise add russian dishes buffet international buffet format seems best option compared russian food good point make fair let opening speech awards also agree accept offers best regards alex,joy,0.8447304368019104,joy,0.7826717495918274,40,FinalAccept,FinalAccept,480,94,1,things said last message thank trusting catering course wise add russian dishes buffet international buffet format seems best option compared russian food good point make fair let opening speech awards also agree accept offers best regards alex,POSITIVE,0.9974867105484008
42,Offer,FinalAccept,catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc hi chris think nice organize anniversary event isa together would great best concept make important decisions choices number issues music act catering data presentations main sponsor first offer curious think would like get response soon best regards alex,596,106,1,date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc hi chris think nice organize anniversary event isa together would great best concept make important decisions choices number issues music act catering data presentations main sponsor first offer curious think would like get response soon best regards alex,surprise,0.5724365711212158,joy,0.9347922801971436,42,Offer,FinalAccept,596,106,1,date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc hi chris think nice organize anniversary event isa together would great best concept make important decisions choices number issues music act catering data presentations main sponsor first offer curious think would like get response soon best regards alex,POSITIVE,0.74068284034729
42,FinalAccept,FinalAccept,hello chris thanks think fair good composition prefer local russian band boomerang prefer international buffet speech therefore two preferences summarize event take place week international buffet music local russian band boomerang sponsor event provide speech provide awards catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang also looking forward work opinion good concept kind regards alex,720,121,1,think fair good composition prefer local russian band boomerang prefer international buffet speech therefore two preferences summarize event take place week international buffet music local russian band boomerang sponsor event provide speech provide awards catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang also looking forward work opinion good concept kind regards alex,joy,0.7800791263580322,joy,0.9419439435005188,42,FinalAccept,FinalAccept,720,121,1,think fair good composition prefer local russian band boomerang prefer international buffet speech therefore two preferences summarize event take place week international buffet music local russian band boomerang sponsor event provide speech provide awards catering international buffet date conference week music act local russian band presentation tasks speech alex awards chris sponsor selection boomerang also looking forward work opinion good concept kind regards alex,POSITIVE,0.96344393491745
46,Offer,FinalAccept,hi chris also excited organize big event isa im looking forward work hope organize unforgettable event,168,31,1,excited organize big event isa im looking forward work hope organize unforgettable event,joy,0.9105508327484132,joy,0.9300965666770936,46,Offer,FinalAccept,168,31,1,excited organize big event isa im looking forward work hope organize unforgettable event,POSITIVE,0.9996707439422609
45,Counteroffer,FinalAccept,good evening alex agree aspects propose date conference presentation task okay speech instead week boomerang sponsor besides see really like freelife music act according fit better international athmosphere willing agree really prefer russian cuisine dinner really important since expect many important people expect level formality therefore convinced buffet defenitely decline conferences last years therefore harm prestige isa hope understand point view agree offer great evening best chris,823,151,1,agree aspects propose date conference presentation task okay speech instead week boomerang sponsor besides see really like freelife music act according fit better international athmosphere willing agree really prefer russian cuisine dinner really important since expect many important people expect level formality therefore convinced buffet defenitely decline conferences last years therefore harm prestige isa hope understand point view agree offer great evening best chris,joy,0.8116356134414673,joy,0.927784502506256,45,Counteroffer,FinalAccept,823,151,1,agree aspects propose date conference presentation task okay speech instead week boomerang sponsor besides see really like freelife music act according fit better international athmosphere willing agree really prefer russian cuisine dinner really important since expect many important people expect level formality therefore convinced buffet defenitely decline conferences last years therefore harm prestige isa hope understand point view agree offer great evening best chris,NEGATIVE,0.9298363327980042
45,FinalAccept,FinalAccept,dear alex thanks agreeing music act sponsor date conference dj happy first choice since willing take preference catering account agree prefered music act glad came agreement excited meet soon organize event kind regards chris,369,70,1,agreeing music act sponsor date conference dj happy first choice since willing take preference catering account agree prefered music act glad came agreement excited meet soon organize event kind regards chris,sadness,0.488442599773407,joy,0.9468971490859984,45,FinalAccept,FinalAccept,369,70,1,agreeing music act sponsor date conference dj happy first choice since willing take preference catering account agree prefered music act glad came agreement excited meet soon organize event kind regards chris,POSITIVE,0.9963906407356262
47,Counteroffer,FinalAccept,dear alex thank offer happy choice date conference week wondering stance oncatering local russian cuisine would really like russian food willing completely let decide presentation tasks speech alex awards chris also would love music act local russian band finally sponsor selection boomerang important would know opinion kind regards chris,502,92,1,offer happy choice date conference week wondering stance oncatering local russian cuisine would really like russian food willing completely let decide presentation tasks speech alex awards chris also would love music act local russian band finally sponsor selection boomerang important would know opinion kind regards chris,surprise,0.5955333113670349,joy,0.940866231918335,47,Counteroffer,FinalAccept,502,92,1,offer happy choice date conference week wondering stance oncatering local russian cuisine would really like russian food willing completely let decide presentation tasks speech alex awards chris also would love music act local russian band finally sponsor selection boomerang important would know opinion kind regards chris,POSITIVE,0.9555217027664183
47,Counteroffer,FinalAccept,dear alex thank reply glad agree sponsor selection boomerang suggestion music act freelife good settlement believe agree nice atmosphere conference willing let russian catering go would delight catering international three course meal though would like guests splendid evening thats want right looking forward reply sincerely chris,501,91,1,reply glad agree sponsor selection boomerang suggestion music act freelife good settlement believe agree nice atmosphere conference willing let russian catering go would delight catering international three course meal though would like guests splendid evening thats want right looking forward reply sincerely chris,joy,0.7971944808959961,joy,0.9593737721443176,47,Counteroffer,FinalAccept,501,91,1,reply glad agree sponsor selection boomerang suggestion music act freelife good settlement believe agree nice atmosphere conference willing let russian catering go would delight catering international three course meal though would like guests splendid evening thats want right looking forward reply sincerely chris,POSITIVE,0.9992473125457764
47,Counteroffer,FinalAccept,dear alex happy see weve almost completed assignent well unfortunately feel cannot give much catering therefore hold ground catering international three course meal hope understand feel like give guests something extra looking forward reply sincerly chris,365,66,1,see weve almost completed assignent well unfortunately feel cannot give much catering therefore hold ground catering international three course meal hope understand feel like give guests something extra looking forward reply sincerly chris,sadness,0.8893151879310608,joy,0.7120077610015869,47,Counteroffer,FinalAccept,365,66,1,see weve almost completed assignent well unfortunately feel cannot give much catering therefore hold ground catering international three course meal hope understand feel like give guests something extra looking forward reply sincerly chris,POSITIVE,0.9957913160324096
48,FinalAccept,FinalAccept,okay accept final offer glad negotiation receive notifiaction system dont know already reponded offer best wishes alex,195,36,1,offer glad negotiation receive notifiaction system dont know already reponded offer best wishes alex,joy,0.8505428433418274,joy,0.6776641607284546,48,FinalAccept,FinalAccept,195,36,1,offer glad negotiation receive notifiaction system dont know already reponded offer best wishes alex,NEGATIVE,0.97549170255661
50,Offer,FinalAccept,dear chris hereby send offer thank advance reply alex catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc,251,41,1,send offer thank advance reply alex catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc,joy,0.3837841153144836,joy,0.9397942423820496,50,Offer,FinalAccept,251,41,1,send offer thank advance reply alex catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc,POSITIVE,0.8209530115127563
52,Offer,FinalAccept,sponsor selection art inc presentation tasks speech alex awards chris music act dj happy date conference week catering international buffet dear cris would like make first offer hope find acceptable thanks advance best regards alex,286,49,1,inc presentation tasks speech alex awards chris music act dj happy date conference week catering international buffet dear cris would like make first offer hope find acceptable thanks advance best regards alex,joy,0.8646368384361267,joy,0.933526873588562,52,Offer,FinalAccept,286,49,1,inc presentation tasks speech alex awards chris music act dj happy date conference week catering international buffet dear cris would like make first offer hope find acceptable thanks advance best regards alex,POSITIVE,0.9193488955497742
51,Counteroffer,FinalAccept,hi alex fine date conference however share differences rest needs negotiating hereby send offer best chris,178,33,1,date conference however share differences rest needs negotiating hereby send offer best chris,neutral,0.7053148150444031,sadness,0.3426422774791717,51,Counteroffer,FinalAccept,178,33,1,date conference however share differences rest needs negotiating hereby send offer best chris,NEGATIVE,0.9713913202285768
52,Counteroffer,FinalAccept,sponsor selection boomerang presentation tasks speech alex awards chris music act dj happy date conference week catering international buffet dear chris thank offer also happy see agreed date however bring second offer time compromise orde come agreement joint benefit agree sponsor selection really recomend international buffet russian cusine could suiteble gest rgs alex,533,92,1,presentation tasks speech alex awards chris music act dj happy date conference week catering international buffet dear chris thank offer also happy see agreed date however bring second offer time compromise orde come agreement joint benefit agree sponsor selection really recomend international buffet russian cusine could suiteble gest rgs alex,joy,0.8645296096801758,joy,0.9467594623565674,52,Counteroffer,FinalAccept,533,92,1,presentation tasks speech alex awards chris music act dj happy date conference week catering international buffet dear chris thank offer also happy see agreed date however bring second offer time compromise orde come agreement joint benefit agree sponsor selection really recomend international buffet russian cusine could suiteble gest rgs alex,NEGATIVE,0.982571303844452
52,FinalAccept,FinalAccept,dear chris accept je offer thank nice negotiation rgs alex,75,13,1,je offer thank nice negotiation rgs alex,sadness,0.8255909085273743,joy,0.8747700452804565,52,FinalAccept,FinalAccept,75,13,1,je offer thank nice negotiation rgs alex,POSITIVE,0.9991068243980408
54,Offer,FinalAccept,hello chris hereby give first offer see really prefer make sponsor deal art inc also would like international buffet among things see rest offer attachment hope hear soon best alex catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc,455,81,1,give first offer see really prefer make sponsor deal art inc also would like international buffet among things see rest offer attachment hope hear soon best alex catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc,joy,0.87312912940979,joy,0.9327239990234376,54,Offer,FinalAccept,455,81,1,give first offer see really prefer make sponsor deal art inc also would like international buffet among things see rest offer attachment hope hear soon best alex catering international buffet date conference week music act dj happy presentation tasks speech alex awards chris sponsor selection art inc,POSITIVE,0.8905690312385559
54,FinalAccept,FinalAccept,hallo chris thank offer really like managed find nice way middle would work us therefore accept offer sent best luck alex,193,40,1,offer really like managed find nice way middle would work us therefore accept offer sent best luck alex,joy,0.6237083673477173,joy,0.7925755977630615,54,FinalAccept,FinalAccept,193,40,1,offer really like managed find nice way middle would work us therefore accept offer sent best luck alex,POSITIVE,0.8159266710281372
56,Counteroffer,FinalAccept,dear chris thank latest offer satisfying think catering international buffet get sponsor selection boomerang suggested one offers would nice trade hope like idea please let know think best regards alex,353,66,1,latest offer satisfying think catering international buffet get sponsor selection boomerang suggested one offers would nice trade hope like idea please let know think best regards alex,joy,0.5422718524932861,joy,0.8966826796531677,56,Counteroffer,FinalAccept,353,66,1,latest offer satisfying think catering international buffet get sponsor selection boomerang suggested one offers would nice trade hope like idea please let know think best regards alex,POSITIVE,0.9782031774520874
55,FinalAccept,FinalAccept,dear alex email would like let know accept last offer think good chance winning competition found agreement satisfies wishes kind regards chris,224,42,1,would like let know accept last offer think good chance winning competition found agreement satisfies wishes kind regards chris,fear,0.6252181529998779,joy,0.5254572033882141,55,FinalAccept,FinalAccept,224,42,1,would like let know accept last offer think good chance winning competition found agreement satisfies wishes kind regards chris,POSITIVE,0.973476231098175
58,Offer,FinalAccept,hello chris hereby first message hope youre well hope come mutually beneficial agreement next couple days hope hear soon kind regards alex,204,39,1,first message hope youre well hope come mutually beneficial agreement next couple days hope hear soon kind regards alex,joy,0.9067654609680176,joy,0.6482697129249573,58,Offer,FinalAccept,204,39,1,first message hope youre well hope come mutually beneficial agreement next couple days hope hear soon kind regards alex,POSITIVE,0.9967740178108216
57,Counteroffer,FinalAccept,hello alex hereby first offer also hope come mutually beneficial agreement good collaboration important kind regards chris,171,30,1,first offer also hope come mutually beneficial agreement good collaboration important kind regards chris,joy,0.9154123663902284,joy,0.6248047351837158,57,Counteroffer,FinalAccept,171,30,1,first offer also hope come mutually beneficial agreement good collaboration important kind regards chris,POSITIVE,0.99869042634964
57,FinalAccept,FinalAccept,hi alex agree idea catering atmosphere open seen fact willing choose boomerang art inc also compromise international buffet indeed good idea try work dual sponsoring contract sponsors future hereby accept offer think came good compromise im sure conference success thank great cooperation see soon kind regards chris,535,102,1,idea catering atmosphere open seen fact willing choose boomerang art inc also compromise international buffet indeed good idea try work dual sponsoring contract sponsors future hereby accept offer think came good compromise im sure conference success thank great cooperation see soon kind regards chris,joy,0.93571937084198,joy,0.785993754863739,57,FinalAccept,FinalAccept,535,102,1,idea catering atmosphere open seen fact willing choose boomerang art inc also compromise international buffet indeed good idea try work dual sponsoring contract sponsors future hereby accept offer think came good compromise im sure conference success thank great cooperation see soon kind regards chris,POSITIVE,0.8707399964332581
60,Offer,FinalAccept,hi chris im looking forward working together im confident going organise amazing event isa hope feel confident looking forward hope find agreement find important kind regards alex,288,56,1,looking forward working together im confident going organise amazing event isa hope feel confident looking forward hope find agreement find important kind regards alex,joy,0.9943593144416808,joy,0.7803621292114258,60,Offer,FinalAccept,288,56,1,looking forward working together im confident going organise amazing event isa hope feel confident looking forward hope find agreement find important kind regards alex,POSITIVE,0.9993246793746948
60,Counteroffer,FinalAccept,hi chris glad page strange couldnt see offer tell preferences message offer make suggested haha catering international buffet date conference week music act freelife presentation tasks shared activities sponsor selection art inc hope receive offerpreferences time discuss issues kind regards alex ps sorry delay,473,80,1,page strange couldnt see offer tell preferences message offer make suggested haha catering international buffet date conference week music act freelife presentation tasks shared activities sponsor selection art inc hope receive offerpreferences time discuss issues kind regards alex ps sorry delay,surprise,0.9430123567581176,sadness,0.5433539748191833,60,Counteroffer,FinalAccept,473,80,1,page strange couldnt see offer tell preferences message offer make suggested haha catering international buffet date conference week music act freelife presentation tasks shared activities sponsor selection art inc hope receive offerpreferences time discuss issues kind regards alex ps sorry delay,NEGATIVE,0.9911872744560242
60,Counteroffer,FinalAccept,hi chris thank offer conference take place third week happy hear agree music act shared activities understand point regarding catering however since many guests probably unfamiliar russian cuisine would smarter kind mixture everybody able find something like also understand point regarding sponser selection believe maintain strong bond isa art inc since work together long time since two issues agree maybe could split hereby send new offer hope hear soon kind regards alex,757,139,1,offer conference take place third week happy hear agree music act shared activities understand point regarding catering however since many guests probably unfamiliar russian cuisine would smarter kind mixture everybody able find something like also understand point regarding sponser selection believe maintain strong bond isa art inc since work together long time since two issues agree maybe could split hereby send new offer hope hear soon kind regards alex,joy,0.738183319568634,joy,0.8562555313110352,60,Counteroffer,FinalAccept,757,139,1,offer conference take place third week happy hear agree music act shared activities understand point regarding catering however since many guests probably unfamiliar russian cuisine would smarter kind mixture everybody able find something like also understand point regarding sponser selection believe maintain strong bond isa art inc since work together long time since two issues agree maybe could split hereby send new offer hope hear soon kind regards alex,POSITIVE,0.9471539258956908
59,FinalAccept,FinalAccept,hi alex agree last offer think make good team organizing event kind regards chris,118,24,1,last offer think make good team organizing event kind regards chris,joy,0.4401531219482422,joy,0.6642208099365234,59,FinalAccept,FinalAccept,118,24,1,last offer think make good team organizing event kind regards chris,POSITIVE,0.995996594429016
61,Counteroffer,FinalAccept,dear alex glad agree catering international three course meal date conference week presentation tasks speech alex awards chris sponsor selection boomerang however still agree choice music opinion dj kind act event band would suitable since local russians booking dj let us find middle way book freelife music act way get russian culture get dj final offer greetings chris,669,128,1,agree catering international three course meal date conference week presentation tasks speech alex awards chris sponsor selection boomerang however still agree choice music opinion dj kind act event band would suitable since local russians booking dj let us find middle way book freelife music act way get russian culture get dj final offer greetings chris,joy,0.9149692058563232,joy,0.9336727261543274,61,Counteroffer,FinalAccept,669,128,1,agree catering international three course meal date conference week presentation tasks speech alex awards chris sponsor selection boomerang however still agree choice music opinion dj kind act event band would suitable since local russians booking dj let us find middle way book freelife music act way get russian culture get dj final offer greetings chris,NEGATIVE,0.8333899974822998
62,FinalAccept,FinalAccept,hi chris thanks final offer willing accept band freelife could also play wellknown songs think keep guests satisfied also think fits international character local russian band glad could agree issues certain nice event way best alex,369,70,1,final offer willing accept band freelife could also play wellknown songs think keep guests satisfied also think fits international character local russian band glad could agree issues certain nice event way best alex,joy,0.9195337891578674,joy,0.9324133992195128,62,FinalAccept,FinalAccept,369,70,1,final offer willing accept band freelife could also play wellknown songs think keep guests satisfied also think fits international character local russian band glad could agree issues certain nice event way best alex,POSITIVE,0.9888561367988586
64,Offer,FinalAccept,dear chris lets win years isa competition combining sharing qualities joined isa started studies gained experience planning organizing smaller events quite successful im curious qualities might contribute success competition would share start made first offer based experiences might important succeed competition kind regards alex,502,84,1,win years isa competition combining sharing qualities joined isa started studies gained experience planning organizing smaller events quite successful im curious qualities might contribute success competition would share start made first offer based experiences might important succeed competition kind regards alex,surprise,0.4791059195995331,joy,0.6983270645141602,64,Offer,FinalAccept,502,84,1,win years isa competition combining sharing qualities joined isa started studies gained experience planning organizing smaller events quite successful im curious qualities might contribute success competition would share start made first offer based experiences might important succeed competition kind regards alex,POSITIVE,0.9873080849647522
64,Counteroffer,FinalAccept,dear chris thanks explanation preferences approaching deadline tomorrow suggest put everything power finish negotiation explanation sponsor selection boomerang seems fair accept futhermore go along catering local russian cuisine dj happy may entertain audience music act music act dj happy remember agreement issues assume decent chance finishing negotiation successfully kind regards alex,589,97,1,explanation preferences approaching deadline tomorrow suggest put everything power finish negotiation explanation sponsor selection boomerang seems fair accept futhermore go along catering local russian cuisine dj happy may entertain audience music act music act dj happy remember agreement issues assume decent chance finishing negotiation successfully kind regards alex,sadness,0.8363810777664185,joy,0.8076382279396057,64,Counteroffer,FinalAccept,589,97,1,explanation preferences approaching deadline tomorrow suggest put everything power finish negotiation explanation sponsor selection boomerang seems fair accept futhermore go along catering local russian cuisine dj happy may entertain audience music act music act dj happy remember agreement issues assume decent chance finishing negotiation successfully kind regards alex,NEGATIVE,0.982999622821808
63,FinalAccept,FinalAccept,dear alex thanks quick response think reached good agreement summarize local russian cuisine date conference week music act represented dj happy present opening speech present awards boomerang represent sponsor thank kind regards chris,366,64,1,quick response think reached good agreement summarize local russian cuisine date conference week music act represented dj happy present opening speech present awards boomerang represent sponsor thank kind regards chris,joy,0.3601885139942169,joy,0.9405391812324524,63,FinalAccept,FinalAccept,366,64,1,quick response think reached good agreement summarize local russian cuisine date conference week music act represented dj happy present opening speech present awards boomerang represent sponsor thank kind regards chris,POSITIVE,0.997179388999939
