ReceiverID,ActionType,NegoOutcome,Content,Length,Word count of nego message,NegoOutcomeLabel
33,Counteroffer,FinalAccept,"['dear', 'alex', 'agre', 'certain', 'extent', 'entir', 'right', 'come', 'idea', 'let', 'guest', 'talk', 'buffer', 'opinion', 'perfect', 'solut', 'issu', 'peopl', 'take', 'food', 'go', 'back', 'place', 'buffet', 'sound', 'still', 'simpl', 'sinc', 'import', 'guest', 'therefor', 'would', 'like', 'propos', 'follow', 'let', 'choos', 'local', 'russian', 'cuisin', 'arrang', 'broad', 'menu', 'meetfishvegan', 'russian', 'cuisin', 'mani', 'option', 'send', 'guest', 'email', 'one', 'week', 'event', 'question', 'would', 'like', 'prefer', 'dinner', 'cost', 'us', 'mayb', 'broad', 'menu', 'therefor', 'agre', 'point', 'sponsor', 'boomerang', 'contract', 'offer', 'nice', 'still', 'guarante', 'us', 'art', 'inc', 'offer', 'use', 'budget', 'arrang', 'nice', 'three', 'cours', 'dinner', 'event', 'let', 'guest', 'meet', 'talk', 'everi', 'cours', 'ask', 'guest', 'chang', 'seat', 'three', 'time', 'creat', 'opportun', 'talk', 'differ', 'peopl', 'everi', 'cours', 'dinner', 'think', 'deal', 'best', 'chri']",1240,232,1
34,Counteroffer,FinalAccept,"['dear', 'chri', 'think', 'almost', 'come', 'agreement', 'read', 'arguement', 'local', 'cuisin', 'notic', 'main', 'arguement', 'formal', 'even', 'rather', 'cuisin', 'will', 'let', 'prefer', 'intern', 'buffet', 'go', 'want', 'argu', 'instead', 'local', 'cuisin', 'dinner', 'opt', 'intern', 'three', 'cours', 'meal', 'way', 'uphold', 'formal', 'event', 'cater', 'toward', 'everi', 'guest', 'agre', 'tri', 'get', 'mani', 'russian', 'cuisin', 'includ', 'intern', 'three', 'cours', 'meal', 'least', 'way', 'sure', 'everyon', 'enjoy', 'dinner', 'menu', 'cover', 'varieti', 'intern', 'dish', 'includ', 'russian', 'dish', 'also', 'think', 'deal', 'think', 'feel', 'pretti', 'confid', 'set', 'set', 'quit', 'good', 'event', 'sure', 'isa', 'staff', 'satisfi', 'addit', 'think', 'event', 'sure', 'let', 'familiar', 'prospect', 'isa', 'member', 'get', 'familiar', 'newest', 'locat', 'saint', 'petersburg', 'best', 'regard', 'alex']",1080,196,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'almost', 'formal', 'argument', 'main', 'reason', 'year', 'celebr', 'russia', 'actual', 'futur', 'aspect', 'isa', 'plan', 'use', 'event', 'leverag', 'assur', 'success', 'start', 'new', 'offic', 'saint', 'petersburg', 'assur', 'establish', 'contact', 'mani', 'local', 'busi', 'peopl', 'offici', 'possibl', 'easiest', 'way', 'show', 'appreci', 'russian', 'cultur', 'via', 'cater', 'care', 'pick', 'music', 'act', 'polit', 'work', 'advantag', 'like', 'mention', 'prefer', 'guest', 'arrang', 'broad', 'menu', 'local', 'russian', 'cuisin', 'offer', 'sponsor', 'art', 'inc', 'give', 'us', 'space', 'realiz', 'look', 'forward', 'hear', 'soon', 'best', 'chri']",782,135,1
34,Counteroffer,FinalAccept,"['dear', 'chri', 'think', 'idea', 'intern', 'three', 'cours', 'meal', 'includ', 'russian', 'cuisin', 'show', 'enough', 'appreci', 'local', 'russian', 'market', 'includ', 'local', 'russian', 'band', 'definit', 'give', 'event', 'russian', 'cultur', 'ambianc', 'appreci', 'current', 'futur', 'member', 'partner', 'intern', 'student', 'associ', 'addit', 'think', 'also', 'keep', 'mind', 'event', 'also', 'mark', 'anniversari', 'isa', 'mark', 'year', 'intern', 'involv', 'realli', 'think', 'therefor', 'also', 'lose', 'main', 'appeal', 'intern', 'associ', 'also', 'pay', 'care', 'attent', 'aspect', 'also', 'want', 'member', 'partner', 'know', 'stand', 'cater', 'much', 'russian', 'market', 'potenti', 'scare', 'away', 'russian', 'local', 'later', 'find', 'first', 'foremost', 'intern', 'associ', 'therefor', 'realli', 'want', 'stress', 'opinion', 'choos', 'intern', 'three', 'cours', 'meal', 'adjust', 'menu', 'way', 'intern', 'russian', 'feel', 'welcom', 'event', 'long', 'time', 'event', 'taken', 'place', 'look', 'forward', 'hear', 'best', 'alex']",1269,213,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'thank', 'quick', 'repli', 'realli', 'believ', 'fix', 'last', 'issu', 'agre', 'also', 'need', 'someth', 'intern', 'search', 'local', 'russian', 'cuisin', 'ask', 'also', 'prepar', 'gener', 'intern', 'recip', 'server', 'local', 'russian', 'cuisin', 'tradit', 'russian', 'cloth', 'serv', 'local', 'russian', 'food', 'gener', 'intern', 'food', 'would', 'perfect', 'best', 'chri']",427,70,1
34,Counteroffer,FinalAccept,"['dear', 'chri', 'also', 'thank', 'quick', 'repli', 'remain', 'point', 'think', 'fruit', 'appear', 'toward', 'current', 'futur', 'client', 'bit', 'intern', 'influenc', 'realli', 'think', 'includ', 'intern', 'ambianc', 'event', 'could', 'also', 'let', 'intern', 'three', 'cours', 'meal', 'serv', 'tradit', 'cloth', 'realli', 'insist', 'altern', 'think', 'alongsid', 'local', 'russian', 'cuisin', 'chang', 'music', 'act', 'opt', 'intern', 'band', 'freelif', 'also', 'perfectli', 'abl', 'play', 'russian', 'music', 'could', 'play', 'event', 'ask', 'play', 'lot', 'russian', 'music', 'know', 'abl', 'way', 'tradit', 'dinner', 'give', 'intern', 'ambianc', 'relat', 'intern', 'student', 'associ', 'total', 'overdo', 'choos', 'big', 'intern', 'act', 'dj', 'happi', 'sum', 'choic', 'either', 'local', 'russian', 'cuisin', 'local', 'russian', 'band', 'combin', 'think', 'make', 'decis', 'realli', 'rememb', 'isa', 'stand', 'variou', 'local', 'depart', 'combin', 'intern', 'ambianc', 'combin', 'intern', 'act', 'russian', 'cuisin', 'russian', 'act', 'intern', 'cuisin', 'fulli', 'abl', 'mirror', 'ambianc', 'throughout', 'event', 'current', 'propos', 'thu', 'remain', 'intern', 'three', 'cours', 'meal', 'open', 'accept', 'counteroff', 'propos', 'well', 'better', 'accord', 'tast', 'best', 'alex']",1657,292,1
33,Counteroffer,FinalAccept,"['dear', 'alex', 'thank', 'freelif', 'local', 'russian', 'music', 'perfectli', 'fine', 'deal', 'best', 'chri']",128,24,1
34,FinalAccept,FinalAccept,"['dear', 'chri', 'happi', 'say', 'deal', 'thank', 'negoti', 'real', 'pleasur', 'negoti', 'hope', 'event', 'succes', 'best', 'alex']",180,34,1
36,Offer,FinalAccept,"['hi', 'chri', 'would', 'herebi', 'like', 'send', 'first', 'offer', 'regard', 'isa', 'hope', 'hear', 'soon', 'alex', 'cater', 'intern', 'buffet', 'date', 'confer', 'week', 'music', 'act', 'dj', 'happi', 'present', 'task', 'speech', 'alex', 'award', 'chri', 'sponsor', 'select', 'art', 'inc']",279,47,1
35,Counteroffer,FinalAccept,"['hi', 'alex', 'nice', 'hear', 'im', 'look', 'forward', 'event', 'plan', 'togeth', 'im', 'glad', 'see', 'first', 'offer', 'agre', 'confer', 'third', 'week', 'howev', 'confer', 'celebr', 'aniversari', 'isa', 'also', 'celebr', 'newli', 'establish', 'subsidiari', 'saint', 'petersburg', 'would', 'like', 'appreci', 'russian', 'cultur', 'sponsor', 'select', 'boomerang', 'will', 'sign', 'long', 'term', 'contract', 'would', 'benefici', 'futur', 'event', 'isa', 'think', 'would', 'better', 'sponsor', 'hope', 'hear', 'soon', 'regard', 'chri', 'cater', 'local', 'russian', 'cuisin', 'date', 'confer', 'week', 'music', 'act', 'local', 'russian', 'band', 'present', 'task', 'speech', 'chri', 'award', 'alex', 'sponsor', 'select', 'boomerang']",807,137,1
36,Counteroffer,FinalAccept,"['hi', 'chri', 'thank', 'quick', 'respons', 'look', 'forward', 'organ', 'event', 'think', 'come', 'great', 'plan', 'togeth', 'great', 'agre', 'organ', 'confer', 'week', 'understand', 'argument', 'appreci', 'russian', 'cultur', 'sinc', 'event', 'organ', 'howev', 'feel', 'like', 'contract', 'local', 'russian', 'band', 'fit', 'charact', 'anniversari', 'event', 'contract', 'intern', 'profession', 'artist', 'help', 'us', 'attract', 'mani', 'guest', 'turn', 'show', 'interest', 'isa', 'mani', 'complaint', 'made', 'regard', 'music', 'act', 'year', 'therefor', 'feel', 'like', 'realli', 'get', 'someon', 'good', 'year', 'furthermor', 'afraid', 'provid', 'sole', 'russian', 'cuisin', 'best', 'idea', 'mani', 'guest', 'familiar', 'type', 'food', 'dont', 'like', 'feel', 'like', 'better', 'kind', 'intern', 'mixtur', 'food', 'also', 'includ', 'russian', 'food', 'guest', 'choos', 'dont', 'know', 'feel', 'person', 'aspir', 'carreer', 'isa', 'therefor', 'give', 'open', 'speech', 'would', 'huge', 'honor', 'could', 'announc', 'isa', 'member', 'award', 'instead', 'think', 'divid', 'task', 'would', 'benefici', 'either', 'use', 'sinc', 'look', 'fairli', 'unprofession', 'suddenli', 'switch', 'speaker', 'open', 'speech', 'even', 'though', 'boomerang', 'offer', 'us', 'less', 'money', 'agre', 'longterm', 'contract', 'may', 'benefici', 'futur', 'therefor', 'will', 'compromis', 'offer', 'hope', 'hear', 'soon', 'alex', 'cater', 'intern', 'buffet', 'date', 'confer', 'week', 'music', 'act', 'dj', 'happi', 'present', 'task', 'speech', 'alex', 'award', 'chri', 'sponsor', 'select', 'boomerang']",1778,304,1
35,Question,FinalAccept,"['hi', 'alex', 'nice', 'agre', 'sponsor', 'selecet', 'howev', 'send', 'counteroff', 'first', 'want', 'clearifi', 'argument', 'give', 'proper', 'counteroff', 'aspect', 'taken', 'account', 'cater', 'expect', 'mani', 'import', 'peopl', 'expect', 'certain', 'level', 'formal', 'opinion', 'buffet', 'less', 'formal', 'menu', 'although', 'intern', 'menu', 'would', 'better', 'still', 'believ', 'russian', 'food', 'bad', 'alway', 'peopl', 'like', 'food', 'picki', 'establish', 'proper', 'russian', 'menu', 'best', 'delici', 'russian', 'food', 'way', 'appreci', 'russian', 'cultur', 'intern', 'menu', 'buffet', 'would', 'take', 'dj', 'happi', 'music', 'act', 'im', 'afraid', 'reput', 'inde', 'profession', 'realli', 'good', 'overshadow', 'reput', 'isa', 'event', 'ment', 'isa', 'im', 'afraid', 'isa', 'sideact', 'dj', 'happi', 'instead', 'gain', 'main', 'attent', 'besid', 'believ', 'event', 'must', 'focus', 'establish', 'good', 'relationship', 'local', 'compani', 'offici', 'establish', 'subsidiari', 'sint', 'petersburg', 'establish', 'offic', 'moscow', 'fail', 'believ', 'focu', 'event', 'also', 'russian', 'cultur', 'reason', 'music', 'act', 'focus', 'younger', 'gener', 'less', 'suit', 'russian', 'cuisin', 'best', 'suit', 'event', 'agre', 'partli', 'agre', 'present', 'task', 'inde', 'unproffesion', 'devid', 'task', 'agre', 'either', 'one', 'us', 'open', 'speech', 'announc', 'isa', 'member', 'award', 'howev', 'might', 'understand', 'give', 'open', 'speech', 'would', 'also', 'benefit', 'prospect', 'possibl', 'career', 'within', 'isa', 'im', 'finish', 'studi', 'soon', 'alreadi', 'put', 'much', 'effort', 'voluntari', 'work', 'isa', 'howev', 'would', 'consid', 'compromis', 'issu', 'hope', 'understand', 'argument', 'im', 'look', 'forward', 'argument', 'issu', 'regard', 'chri']",2131,378,1
36,Clarification,FinalAccept,"['hi', 'chri', 'thank', 'share', 'argument', 'nice', 'abl', 'discuss', 'unresolv', 'issu', 'anoth', 'reason', 'propos', 'intern', 'buffet', 'facilit', 'network', 'lot', 'let', 'honest', 'import', 'thing', 'day', 'peopl', 'network', 'dinner', 'everyon', 'sit', 'peopl', 'hour', 'complet', 'goe', 'idea', 'buffet', 'peopl', 'would', 'abl', 'walk', 'around', 'convers', 'other', 'would', 'much', 'relax', 'especi', 'student', 'use', 'network', 'would', 'like', 'establish', 'new', 'connect', 'busi', 'world', 'still', 'think', 'dj', 'happi', 'would', 'best', 'music', 'act', 'confer', 'russian', 'cuisin', 'combin', 'russian', 'music', 'act', 'simpli', 'fit', 'intern', 'charact', 'event', 'regard', 'issu', 'alreadi', 'compromis', 'sponsor', 'select', 'hope', 'meet', 'anoth', 'issu', 'well', 'far', 'convinc', 'option', 'would', 'best', 'hope', 'take', 'argument', 'account', 'look', 'forward', 'receiv', 'counteroff', 'kind', 'regard', 'alex']",1160,202,1
35,Offer,FinalAccept,"['hi', 'alex', 'thank', 'argument', 'understand', 'event', 'intern', 'charact', 'howev', 'celebr', 'isa', 'new', 'establish', 'offic', 'sint', 'petersburg', 'import', 'well', 'focu', 'intern', 'charact', 'sint', 'petersburg', 'might', 'fail', 'like', 'happen', 'moscow', 'think', 'import', 'event', 'high', 'prestig', 'sinc', 'intern', 'local', 'isa', 'event', 'anniversari', 'reason', 'simpl', 'buffet', 'suit', 'event', 'big', 'russian', 'cuisin', 'also', 'appreci', 'russian', 'member', 'quest', 'besid', 'isa', 'plan', 'use', 'event', 'leverag', 'assur', 'success', 'start', 'new', 'offic', 'believ', 'formal', 'dinner', 'would', 'reach', 'goal', 'better', 'buffet', 'will', 'dj', 'happi', 'music', 'act', 'intern', 'charact', 'mention', 'neglect', 'still', 'part', 'event', 'alreadi', 'compromis', 'sponsor', 'select', 'compromis', 'present', 'task', 'hope', 'understand', 'counteroff', 'hope', 'hear', 'soon', 'kind', 'regard', 'chri']",1144,202,1
36,Counteroffer,FinalAccept,"['hi', 'chri', 'thank', 'counteroff', 'thank', 'cooper', 'appreci', 'compromis', 'therefor', 'will', 'discuss', 'cater', 'issu', 'third', 'option', 'come', 'mind', 'tree', 'cours', 'meal', 'instead', 'either', 'buffer', 'full', 'russian', 'cuisin', 'offer', 'guest', 'three', 'cours', 'meal', 'ensur', 'pick', 'food', 'like', 'simultan', 'formal', 'charact', 'propos', 'includ', 'russian', 'dish', 'menu', 'keep', 'guest', 'happi', 'look', 'forward', 'hear', 'alex', 'cater', 'intern', 'three', 'cours', 'meal', 'date', 'confer', 'week', 'music', 'act', 'dj', 'happi', 'present', 'task', 'speech', 'alex', 'award', 'chri', 'sponsor', 'select', 'boomerang']",739,124,1
35,Counteroffer,FinalAccept,"['hi', 'alex', 'nice', 'see', 'counteroff', 'inde', 'intern', 'three', 'cours', 'meal', 'seem', 'better', 'suit', 'way', 'inde', 'includ', 'russian', 'dish', 'menu', 'howev', 'im', 'still', 'doubt', 'music', 'act', 'dj', 'happi', 'intern', 'star', 'focus', 'younger', 'gener', 'lot', 'compani', 'import', 'person', 'come', 'event', 'focu', 'younger', 'gener', 'good', 'perspect', 'take', 'russian', 'band', 'appreci', 'russian', 'cultur', 'howev', 'get', 'feel', 'realli', 'disliek', 'russian', 'band', 'compromis', 'issu', 'propos', 'use', 'freelif', 'ive', 'heard', 'pop', 'band', 'suit', 'accompani', 'even', 'without', 'main', 'act', 'probabl', 'satisfi', 'quest', 'instead', 'younger', 'gener', 'pop', 'ban', 'freelif', 'isa', 'still', 'get', 'main', 'attent', 'hope', 'hear', 'soon', 'kind', 'regard', 'chri', 'cater', 'intern', 'three', 'cours', 'meal', 'date', 'confer', 'week', 'music', 'act', 'freelif', 'present', 'task', 'speech', 'alex', 'award', 'chri', 'sponsor', 'select', 'boomerang']",1125,189,1
